text,final_label
ò yẹ ká sọ pé èrò láti ṣe òwò ló kọ́kọ́ gbé èèbó oníṣòwò dé ilẹ̀ adúláwọ̀ kọ́tó gba ilẹ̀ẹ wa mọ́wa lọ́wọ́,NEGATIVE
ọmọ ò ẹ jẹ́ a sọnú kí a má báa sọnù bí wọ́n bá pín ìrẹsì ní ẹ gbà á àmọ́ ẹ má torí ìyẹn dìbò ẹ ro ti ọmọọmọ yín,POSITIVE
mo wá rántí pé ẹgbẹ́ kan náà a máa ṣègbè araa wọn ó dáa kò dára,MIXED
haha àwọn ọ̀rẹ́ mi òyìnbó ní kuba mọn dòdò dín o kò ṣòro púpọ̀,NEUTRAL
ìgbàlódé lonígbà ńló ni ọ̀rọ̀ ìbò òde ònìí ìbájẹ́ tẹ́lẹ̀ ni ọ̀dọ̀ ifá la ó mú orúkọ àwọn adíje lọ,NEUTRAL
ìlà àbàjà ìlà àbàjà jẹ́ àṣà ìlà kíkọ tí ó gbajúmọ̀ láàárín àwọn ará ọ̀yọ́ wọ́n ma ń fa ìlà náà lọ sí ẹ̀gbẹ́ ní ọ̀nà mẹ́ta tàbí mẹ́rin ìlà àbàjà ni ìlà tí ó wà ní ojú aláàfin ọ̀yọ́ ọba adéyẹmí iii àwòrán àṣà àti òwe yorùbá,NEUTRAL
proverbs ẹni má a mú ọ̀bọ á ṣe bí ọ̀bọ whoever wants to catch a monkey would have to act like one,NEUTRAL
ọkan nínú awọn ẹ̀yà orílẹ̀ benin ni yorùbáàjàṣẹ́ànàgó bí wọ́n ṣe wà ní naija náà ni wọ́n wà ní benin,NEUTRAL
bí a ṣe móṣù bẹlu lónìí bèlúbèlú ó ní sọ wá wò o ohùn wa yóò ròkè yóò sì já gaara a ó dátọ́ mì tó ó dilé àṣẹ elédùmarè,POSITIVE
ah ó dára bẹ́ẹ̀ ẹ kú ìrètí o ṣé ìlú èkó ni iṣẹ́ náà wà ni tàbí abuja ẹ̀rù kò bà yín ni,POSITIVE
ọmọdé gbọ́n àgbà gbọ́n ohun ni a fi da ileife,NEUTRAL
kí làá wa ṣe nipa àwọn jàgídíjàgan wọ̀nyí wọ́n ti tún ju àdó olóró láti kó jàmbá nlá bá ará ìlú haram,NEGATIVE
ǹjẹ́ o mọ̀ pé ara igi ni òrí ti ńjáde bẹ́ẹ̀ni òjé igi kan ti ńsun ni òrí à ńfi òrí pa ara a fi ńdáná oúnjẹ,NEUTRAL
ní ìlúọba ni o igilandi ló máa fara gbá jù nínú ẹ̀ atẹ́gùn ọ̀hún ti ń lágbára sí i báyìí ó ṣe bí ẹ̀fúùfùlẹ̀lẹ̀,NEUTRAL
ìgbéyàwó dà bí ẹ̀pà ó di ìgbà tí ènìyàn bá pa á kó tó lè mọ irúu ọmọ tó wà nínúu ẹ̀,NEUTRAL
kérésì ku ọjọ́ mọ́kàndínlọ́gbọ̀n ìpolówó ọjà náà ngbóná síi owó ọkọ̀ yìí ju owó ilé ẹlòmíràn lọ,NEUTRAL
ǹjẹ́ ìwọ́ mọ̀ wípé ògún ni herukhuti kemitic ní òun bagalamukhi ní kush òun náà ni khamael aráa canaanite,NEUTRAL
ṣàmín kíámọ́sá sádúà yìí bọ́tá rẹ bá jòkòó gbìmọ̀ láti rọ ìbùkún rẹ lóyè èdùà á sì yọ̀ lógán bíi cont,POSITIVE
nílẹ̀ẹ yorùbá bí àwọn àgbà bá ní òkú ò mọ̀ iye tí à ń ra agọ̀ kí ni wọ́n ńsọ kí sì ni agọ̀,NEUTRAL
ó ga fún nàìjíríà o ìjọba àti àwọn ọlọ́rọ̀ ìlú yìí ò rí ti wa rò ó mà ṣe o,NEGATIVE
ìbàdàn ni mo wà o ìbàdàn ni mo rè o bẹ́ẹ̀ wá mi dékòó bẹ́ẹ̀ bá mi nílé ìbàdàn ni mo wà,NEUTRAL
ọmọ èkó ilé ẹ dákun ẹ rt àwòrán yìí,NEUTRAL
bí ó bá máa yá ajé ẹranko inú ìkarahun funfun nì yóò wẹ̀ wá sókè láti jẹ ẹran òkú,NEUTRAL
àgbẹ̀ paraku arokobọ́dúndé ni ìjàpá ńṣe ó fẹ́ràn iṣẹ́ oko dídán lámọ̀dún mọ́dún,POSITIVE
olódùmarè mo fọkàntẹ̀ ọ́ n mọ̀ wípé ṣíṣe ni tìrẹ àìṣe náà tìrẹ ni ṣe é fún mi ì n ò ṣıyèméjì mo mọ̀ wípé o ó ṣe é bí mo ti fẹ́,POSITIVE
kí la gbé kí lẹ jù ganan dá yorùbá mọ̀,NEUTRAL
ọ̀dàn pápá oko tí kò ga tí àwọn ẹranko tí ń jẹ̀ tí òkè díẹ̀ díẹ̀ yii ká inú irú pápá oko báyìí ni ẹfọ̀n ti ń jẹ̀ jù òhun ni àwọn yorùbá fi ma ń sọ wípé bí ẹfọ̀n bá jí ní ọ̀dàn á júbà fún olúọ̀dàn àwòrán unsplash,NEUTRAL
ewé òmísínmisìn ẹ̀yin aráà mi ọmọ nàìjíríà mo kíi yín ẹ kú ìjókòó mo kíi yín ẹ kú àtìpóóṣe gbogbo bí ẹ ti ń fèèbó ni,POSITIVE
pásítọ̀ è é ṣe tí ẹnu ń kùn yín lówùrọ̀ yìí ọmọ ìjọ ní odù òwùrọ̀ yìí kù díẹ̀ kí á tó ẹ tún fá dà,NEGATIVE
ẹlẹ́dàáà mi bá mi ṣe é kó dáa kóhun gbogbo tí mo dáwọ́ lé ó yọrí sí rere nítorí orí rere ni tìrèré ìrèré ò lórí à ń di ẹrù sí,POSITIVE
kò sóhun tí ọkùnrin lè ṣe láì fi ti obìnrin ṣe ìyálórìṣà,NEUTRAL
fún ẹ̀yin tẹ́ ẹ ní ò bá tan ẹ fi ara burúkú balẹ̀ kí ẹ gbọ́ làbárì,NEGATIVE
àṣẹ ọba láti ara inú dídùn àwọn ọlọ́jà ma ń bun àwọn ọmọ ọ̀dọ̀ ọba ní oríṣi ẹ̀bùn bí wọ́n bá lọ sí ọjà àwọn ìyàwó àti ọmọba náà ò gbẹ́yìn nínú gbígba ẹ̀bùn láti ọwọ́ àwọn ọlọ́jà tí wọ́n bá lọ sí ọjà lọ ra ǹkan ọba lè pa àṣẹ wípé kí,POSITIVE
ẹ kú àárọ̀ o ẹ̀yin sànmọ̀rí àdúgbò yìí,POSITIVE
nítorí a gún iṣu lódó ló mú u di iyán èlùbọ́ iṣu inú àpò ọ̀rá tí ẹ mí pè ní pándò kò le è jọ iyán odò láé,NEUTRAL
fọ́nrán black scorpion àwọn tó mú igbega bá àṣà àti ìṣe yoruba lọ́nà iwuri benjamin adesanya maja adekunle ‍️‍️‍️‍️‍️‍️‍️‍️‍️ a bíi si kaduna ni ipinle kaduna nigeria ni odun,POSITIVE
àwọn àgbá bọ̀ wọ́n ní páńsá ò fura páńsá já síná àjà ò fura àjá jìn onílé tí ò fura olèé kó o kí ni àwọn yorùbá ńfi páńsá ṣe,NEUTRAL
ọ̀rọ̀ burúkú ńgboro ẹnu àbí ẹ ò gbọ́ ìyàwó ààrẹ ó ní kílódé táwọn obìnrin fi ń yíde nígbàtí àwọn obìnrin ò yíde,NEGATIVE
ìgbàkan rí ó nira láti ṣe àwọn nǹkankan torí í ma á gba àsìkò,NEGATIVE
àìmoye irọ́ tí ẹ ti pa fún wa àìmọye ẹ̀mí tí àwọn fúlàní darandaran ti rán sọ́run àpàpàǹdodo kí lẹ ṣe síi,NEGATIVE
ọ̀rọ́ pọ̀ ńnú ìwée kọ́bọ̀ àmọ́ òlóòrayè ènìyàn nìkan ni ó leè kà á tán iṣẹ́ ń bẹ sùú fún wa láti ṣe ní orílẹ̀èdè yìí tí yóò mú wa di olómìnira tòótọ́ kí á lọ gbómi ilá kaná kí á jáwọ́ lápọ̀n tí kò yọ àfi ìgbà tí a bá ṣe ohun tí ó yẹ kí á ṣe mo wí tèmi,NEUTRAL
ẹ̀yin ìyáa wa ònìí lọ́jọ́ọ yín ẹ kú àyájọ́ ònìí o ẹ sì kú ìtọ́júu wa o,POSITIVE
ǹjẹ́ ìwọ́ mọ̀ wípé àjẹnù ìrèkè a máa fa àkéréke bí ohun aládìńdùn ṣe ń fa kòkòrò,NEUTRAL
ẹ̀yin tèmi tó bá dọ̀la n ó sọ ìtàn bí ògbómọ̀ṣọ́ ṣe di ògbómọ̀ṣọ́,NEUTRAL
ẹni tí ó ń darí egúngún ni atọ́kùn àwọn ọmọ awo tí ń tẹ̀lé egúngún lẹ́yìn ni maríwo ọmọ eríwo irú egúngún wo ni pákọ̀kọ̀,NEUTRAL
àmọ́ fún ìgbà díẹ̀ tí wọ́n délé ayé nǹkan ò gún régé òjò ò rọ̀ kò dẹ̀ sí ètùtù àti ihun tó yẹ́ kí wọ́n ṣe tí wọn kò ṣe,NEGATIVE
ẹ wò bí ẹ̀yìn ṣe rọ̀ wìnìkìnkìn sílẹ̀ lábẹ́ igi ọ̀pẹ́,NEUTRAL
a tiẹ̀ dúpẹ́ pé èdè ìbílẹ̀ ti níyì síi lójú wa àwọn olórin ìgbàlódé wọ̀nyí ngbìyànjú o jàre,POSITIVE
ire wa kò ní kọjáa wa,POSITIVE
ẹ bá wa ké músò ohùn àgbáyé ní èdèe yorùbá pé ọdún kan lórí gbàgede ikéẹyẹ ẹ bá wa ṣe nínú iṣẹ́ ìl,POSITIVE
kò sí ìtàn míì tí a rí kà tàbí gbọ́ nípa ìrìnàjò odùduwà dé ifẹ̀ oòdáyé mẹ́ta la mọ̀ wọ́n sì jọra wọn díẹ̀,NEUTRAL
ṣé ẹ jẹun ní ìwọ̀nba ẹ má gbàgbé ọ̀rọ̀ aṣíwájú ẹ̀dá nì tó wípé ìdámẹ́ta ni ti omi ìdámẹ́ta oúnjẹ ìdámẹ́ta ìyókù kó wà ní òfo,NEUTRAL
àwọn ìjẹ̀bú ń gbé agbègbè yìí kí ọba solomoni àti ayaba sheba bc tóó wà,NEUTRAL
àyájọ́ nàá ní ọdún ni ànọ́bì mùọ́mọ́dù àti ọmọ ogun rẹ̀ ya wọ mecca wọ́n sì gbà á,NEUTRAL
ó ga o ṣé ó dì gbàtí wọ́n bá darúgbó tí wọ́n wu ewú ferìgì jobì ẹni tóyẹ ó ṣe tán lọ́dún nìí ó tún di ọdún tó ńbọ̀,POSITIVE
ẹ̀ẹ̀wẹ̀ àwọn àgbẹ̀rokobọ́dúndé a máa fi ìkarahunìgbín pa ààlè lóko pẹ̀lú aṣọ pupa,NEUTRAL
bí a ṣe ń ṣe ni àwon ọmiwere ń ṣe oṣù mẹ́ta gbáko ni à á fi í dárò olú kí ìmíì ó tó jẹ,NEUTRAL
iṣẹ́ ni ọ̀pọ̀ ènìyàn fẹ́ ìdá ní iṣẹ́ àwọn fẹ́ kí ààrẹ ó tẹpá mọ́ fẹ́ kí iná mànàmáná ó dúró,POSITIVE
modúpẹ́ fún elédùà tó jí mi lọ́jọ́ òní àbò rẹ̀ tó dàbò mí ọlọ́run ọba ò ní ṣíi kúrò amin to nipan,POSITIVE
àṣà yorùbá ni láti se ẹ̀wà àti kí wọ́n sì dín ìgbékeré ní ọjọ́ ìkómọ àwọn ìbejì lẹ́hìn èyí wọ́n gbọ́dọ̀ ma ṣe ohun yìí ní òrèkóòrè bí wọ́n bá ṣe ń dàgbà ó lè jẹ́ ẹ̀kan lọ́dún tàbí òye ìgbà tí àyè rẹ̀ bá yọ,NEUTRAL
ìjọ ọba fi ọ̀gbẹ́ni si àtìmọ́lé nítorí ó lóun ò ṣẹ̀sìn mọ́ mo wá ní ṣe dandan ni,NEGATIVE
bí a bá fẹ́ mọ bí ọ̀la yóò ti rí òní la ó ti mọ̀,NEUTRAL
òkèòkun kì í dùn kátukọ̀ máà lórí padà bọ̀ ṣoríire lọ́hùn ún kío kóríire ọ̀hún ran naija àwé ò dákun mọ́ gbàgbé ilé o,POSITIVE
ẹyin ní í dàkùkọ ọmọwọ́ èwe màjèsí ọ̀gọ̀ṣọ́ ọ̀dọ́mọdé àti géndé òní ni yóò di àgbà lọ́la,NEUTRAL
ojúmọ́ tó mọ́ mi lónìí ojúmọ́ ire ni kó jẹ́ ire lójú owó ń rí ire gbogbo di orí mi ire èdùmàrè,POSITIVE
tí mo bá sẹgẹdẹrẹ́ nínúu rẹ̀ mo ṣe ohun gbogbo tí ẹ ní kí n ṣe síbẹ̀ pàbo ló já sí nípa ti òfin tí ìjọba fi de ìlò náà ẹ ò rí nǹkankan ṣe sí i kí wá ló dé tí ẹ fi ń pe ara yín ní ajàfẹ́tọ̀ọ́ òǹràjà bí ẹ ò bá lè gbè wá lẹ́yìn,NEGATIVE
ìtúpalẹ̀ àwọn ìgbà òmíràn wà tí a kò lè yọ ará wa kúrò nínú ewu bí a bá tiẹ̀ lágbára láti yọ ará wa nínú ewu break down we are powerless to save our own in certain circumstances even if we are powerful enough to save ourselves,NEUTRAL
ègbodò kì í ṣe ẹ̀ya iṣu egbodo yàtọ̀ sí ọ̀dùnkún àti efùrù ẹ̀ya iṣu wo lo tún mọ̀,NEUTRAL
ìpínlẹ̀ ògùn ni odò iyewa wà,NEUTRAL
sì ma ju owó tí wọ́n yá jáde lọ nígbà tí wọ́n bá bẹ̀rẹ̀ sí ní ká èso lóko orísun ìmọ̀ yìí adebanji akítóyè a history of the yoruba people amalion publishing dakar,NEUTRAL
ó dà bẹ́ẹ̀ mi ò lè sọ pàtó orúkọ baba ni isiah kẹhinde dairo,NEUTRAL
àṣe sílẹ̀ ni àbọ̀ wá bá,NEUTRAL
irinajo ọmọ orukan láti ọwọ́ julianah adeleke with english translation,NEUTRAL
mo wọ ìfọ̀rọ̀wánilẹ́nuwò kan tí cbs ṣe fún ọ̀kan lára àwọn ní,NEUTRAL
ọmọdé kékeré kan ka ìròhìn lórí ẹ̀rọ asọ̀rọ̀mágbèsì ní èdè yorùbá inú mi sì dùn,POSITIVE
bólóde ò kú òdèe rẹ̀ ò ní hu koríko,NEUTRAL
irantiàsà yoruba wa ninu isedale won nitoti awon ti won ko lo si okoerù lo si,NEUTRAL
lálá tó re òkè ilẹ̀ ló ń bọ̀ ọlá èmi tìrẹ ò ní re ilẹ̀ láéláé lọ́lá elédùmárè nítorí òkè lẹmu ń ru sí,POSITIVE
àkàntì kí èèyàn dáwọ́ lé ǹkan láti ṣe ṣùgbọ́n tí ó pa ǹkan náà tì láì ní ìdí kan pàtó,NEUTRAL
àwọn bàbá wa mọnimọni mèèyànmèèyàn pòwe wọ́n ní bí ọkọ̀ bá ròkun bó rọ̀sà ó di dandan kí ó forí lé èbúté ǹjẹ́ o lè sọ ohun tí à ń pe ẹ̀yà ara ọkọ̀ ojú omi ní èdè yorùbá = ìdákọ̀ró,NEUTRAL
ojú ló ń rojú ṣàánú àwọn ọlọ́ṣà yin ọ̀gbẹ́ni ni yìí níbọn lẹ́yìn tí ó sì fa ìjọ́kòó sójú kan fúnun nínú ìrora ẹni tó b,POSITIVE
kí ni orúkọ ìperí fún ẹranko inú àwòrán yìí nílẹ̀ẹ káàárọ̀oòjíire,NEUTRAL
n jẹ ó lè ṣàlàyé èyí tó jẹ́ ìròyìn eleje nínú àwọn àlàyé yìí ṣe tí pé ó sì ní ẹ̀wọ̀n ni abí pé kò rí òṣìṣẹ́ ìjọba tí yóò gbà onídùúró rẹ kì wọn lé dáa silẹ a ń dúró de èsì rẹ rẹ,POSITIVE
òòrẹ̀ ️porcupine igba ahun ni a fi ń dé ahun ìpẹ́ òòrẹ̀ ni a fi ń dé òòrẹ̀,NEUTRAL
ojúlówó gaàrí gaàrí tí omi tí ò wúlò inú rẹ̀ ti ro tán lórítẹ̀ fọ́jọ́ mẹ́ta kì í ṣe gaàríkígaàrí ọjọ́ kan tí wọ́n ń tà lékòó,NEGATIVE
ìlú tí ò sùn rí tí ó kún fún ìtàn tí kìí tán àjọ̀dún eré oríìtàgé èkó,NEUTRAL
ọfà tí ròjò ṣẹ̀yìn rẹ̀ yìí àwọn ọmọ ogun bàrìbà bá yí ẹ̀yìn padà ní èrò wípé àwọn kò lè ṣẹ́gun náà mọ̀ọ́ àwọn ọmọ ogun ọ̀yọ́ tó ṣì wà lórí pápá ìjà bá ń yọ̀ wípé àwọn ti ṣẹ́gun lẹ́hìn ìgbà aláàfin ọ̀rọ́m̀pọ̀tọ́ ní ìgbà aláàfin ajíbóyèdèé,NEUTRAL
kàbàkàbà = roughly ọmọ ìta sera kàbàkàbà nígbà tí ọlọ́pàá dé the area boy ran roughly when the police came,NEGATIVE
aàfin ọ̀yọ́ rè é ní òde ònìí ọdún tó kọjá ni mo ya àwòrán yìí,NEUTRAL
ènìyàn àtàtà tó sa ipáa rẹ̀ nítorí àwọn ẹmẹ̀yàa rẹ̀ fún ìgbé ayé tó tọ́ ìrìn òmìnira náà pẹ́ àmọ́ kò yọ́kan padà,POSITIVE
pẹlẹbẹ ni rọ̀gbọ̀dọ̀ ni ó sì ga bákan náà ló rí tánṣó àfí bíi aràrá,NEUTRAL
àwọn òòṣà wa gbogbo ìṣẹ̀ṣe ni àṣà wa èdè wa ijó wa orin wa ní ń jẹ́ ìṣẹ̀ṣe,NEUTRAL
ikú ń kanlẹ̀kùn ni irú oúnjẹ tí ó ti yàrá ìwádìí ìjìnlẹ̀ láàbù wá ikú ń bọ́mọọ́rìn ọmọ ò fura gmo laboratory industrial agriculture cross pollination,NEUTRAL
ara líle àti àlááfìà tí í ṣe oògùn ọrọ̀ yóò jẹ́ ti wa ẹ kú ojúmọ́,POSITIVE
nepa ti múnà lọ kò sowó epo lónìí ká ya lọ sùn jẹ́jẹ́,NEGATIVE
kọ̀ láti san ẹ̀tọ́ tí ó ń san fún àwọn yòókù fún,NEGATIVE
kódà wọ́n yà ju wèrè lọ ni google so di shadrach ẹ̀rọ atúmọ̀ wọn ti ṣáyó,NEGATIVE
àgbà má rẹ̀ẹ́ ọmọdé jẹ ọmọdé má rìí àgbà fín,POSITIVE
bbc news yorùbá | fredrick fasheun jáde láyé lẹ́yìn àìsàn ráńpẹ́,NEGATIVE
àgbékẹ́ọlá pẹ̀lẹ́ tì ẹ ọmọ ìlú wo ni ọ́ tí o ò lọ abúlé rí ó ṣe mí láàánú fún ọ ẹni tó sọ ilé nù so àpò ìyà kọ́,NEGATIVE
nínú gbogbo àwọn tí a rán lọ àwọn ni wọ́ yege jù ìdí abájọ rèé tí mo fi kí wọ́n ku akitiyan,POSITIVE
ní ayé àtijọ́ kí ẹ̀sìn titun tó ó gòkè odò ni àlàálẹ̀ ọ̀nà ìgbé ayé ti ń bẹ bí ẹ̀bẹ,NEUTRAL
ẹkáàárọ̀ o ẹ̀yin olóríire ṣe dáadáa lá jí,POSITIVE
ẹkáalẹ́ o ẹ dákun ṣé bàbá kútì rè é àbí bàbá kútì mo fẹ́ ìmúdájú ẹnìkan ní ni,NEUTRAL
ó dìgbà tí a bá sọnù kí a tó bẹ̀rẹ̀ sí í wá ara wa rí henry david thoreau,NEGATIVE
àṣa ká máa fike tàbí ọ̀rá ṣe èdìdì ohun jíjẹ àti mímu ewu kékeré kọ́ ní ńbẹ nínú kíkó jíjẹ mímu sínú ike tòun àpò ọ̀rá,NEUTRAL
ó jọ pé amọdi ń ṣe ayọ̀ọ́dèjì wizkid olódùmarè á fún ọ nílera,POSITIVE
ẹ ka àlàyée fálóde nípa ikú ọmọ rẹ̀ lẹ́ẹ̀kúrẹ́rẹ́ níhàhín gtgtgt,NEGATIVE
wẹ́ẹ̀tì ẹ̀ olóṣèlú ọmọ ẹgbẹ́ dẹmọ dpnc lọ́dún ẹgbẹ́ alátakò dáná sun ilé rẹ̀ ní lágboilé aládìí,NEGATIVE
balógun látóòṣà ò ṣẹ́gun ẹ̀ta inú tòun inúnibíni ló fi yọ ẹfúnṣetán lóyè bíi jìgá ó fi igbá kejì rẹ̀ jẹ tuntun,NEGATIVE
ọjọ́ru ni à ń pè ní àlàrùba ọjọ́ wo ni à ń pè ní àtàlátà,NEUTRAL
níbo ni ẹ̀yà ara tí à ń pè ní ìdetí wà láàgọ́ ara ẹ̀dá ọmọnìyàn,NEUTRAL
áṣámú lọ àwẹ̀ tẹ̀le ẹ̀yin oláàwẹ̀ ràmàdáǹ ẹ kú òǹgbẹ o,POSITIVE
ṣé wọ́n ri ibi ẹ̀ mọ́ bẹ̀ ni kí ni ìtumọ̀ gbólóhùn yìí,NEUTRAL
ọ̀gbọ̀ọ́lọ́gbọ̀ọ́ ọ̀mọ̀ràn èdè yorùbá ni yin ojo eni ni e ba wa da si agba kin wa loja kori omo tuntun o wo,POSITIVE
ọbẹ̀ tó dùn ló pa á,NEUTRAL
àgbá rè é lóríṣìíríṣìí nínú àgbà ni ọtí ń gbé,NEUTRAL
♪ má fìkan wọ́n wa nínú mẹ́ta ẹ̀mẹjì àlááfíà owó pẹ̀lọ́mọ wọ́n dùnúnní ♪,POSITIVE
a fìyẹ́ ìko borí ẹrù mọ́ńlẹ̀ aṣọdẹ jíhìn ara rẹ̀,NEUTRAL
kí ni ìdí tí a fi ní láhun a ṣì ń bọ̀ níbẹ̀,NEUTRAL
ewé ìtàkùn èso tí tí kan èpo ẹ̀hìn igi ni ó níṣẹ́ ìwòsàn tí í ṣe láàgọ́ ara wa àtẹ̀pà àpatán ráúráú ni àgbo ń pa àìsàn tòun aàrùn,POSITIVE
kódà kò pẹ́ mọ́ àwọn irúnmọlẹ̀ ti sọ bẹ́ẹ̀ ààkà ti tú sépo |,NEGATIVE
ọ̀la nìkan ló lè sọ àná ti parun òní ganan ti relé ó ku ọ̀la tí kì í tán kò dẹ̀ sẹ́ni tó mọ̀la àmọ́ṣá ọ̀la wa á dára dandan,POSITIVE
aláàfin ṣàngó ọba ìlú ẹ̀yeọ́ ilé ní gbàkan rí jẹ́ alágbára alákínkanjú èèyàn,NEUTRAL
ẹ ò ní kíló tún kan ọmọ yobá pẹ̀lú jẹjẹrẹ ọmú,NEGATIVE
ẹ dákun ẹ bá ni wí fún àwọn darandaran dáràndáràn kí wọ́n má ṣe wá jẹ wàhálà àti owó mi mo tún lẹ́ ewéròkó,POSITIVE
eledumare o je o ẹkú ojúmọ́ o ṣálàáfíà ni ṣe omi ò yalé o,POSITIVE
èyí ni sí gbogbo ẹní kú nínú bàálù ànáá tó já bẹ dẹ́lẹ́ kẹ kílé bí ẹ dọ́nà kí ẹ kí ọ̀nà ó dì gbà ó ṣe,POSITIVE
èrè tí wọ́n jẹ lórí owó wa ni wọ́n fi njẹ̀jẹkújẹ,NEGATIVE
ǹjẹ́ ìwọ́ mọ̀ wípé ọlọ́run ilẹ̀ àti òkè yìí ló lórúkọ tó pọ̀ jù lọ gbogbo ahọ́n ló ní orúkọ tí ó mọ̀ ọ́n mọ́,POSITIVE
mo wo interview e lori saharatv o wu mi lori gan an ni interview ìfọ̀rọ̀wánilénuwò ní yorùbá,POSITIVE
àwa nìyẹn bàbá wa ẹ ṣeun,POSITIVE
a kì í bá yínmí yínmí du imí ìran abo ni ilẹ̀ nítorípé ilẹ̀ ń mú nǹkan pọ̀ síi gẹ́gẹ́ bíi irúgbìn kan ṣe so púpọ̀,NEUTRAL
ìyá ilẹ̀ayé ń pariwo nínú igbó kìjikìji níbi táwọn igi ń wó sí wòkúta ìsàlẹ̀ òkun wẹja bí ó ṣe kéré fún wọn ní àsìkò jẹ́ kí wọ́n dàgbà àti ga,NEUTRAL
torí náà ẹ lọ fomi ilá kaná kí ẹ jáwọ́ lápọ̀n tí ò yọ̀ kí ẹ lo ẹ̀rọ yìí ní ọ̀nà tí yóò ran àwọn ọmọ èkó lọ́wọ́ àti pàápàá ẹ̀yin fúnra yín kí ẹ dúró gẹ́gẹ́ bí ọ̀rẹ́ aráìlú tí mo mọ̀ yín láti ìpilẹ̀ṣẹ̀ ọjọ́ ti pẹ́ àwa tí a dìbò lọ́báléndé,POSITIVE
àsìkò àlọ́ tó àlọ́ ti òní dá lórí ìtàn àṣá àti adìyẹ ẹ fi ẹ̀yìn tì kí ẹ gbádùn rẹ̀ àti wípé kíni ìtàn yìí kọ́ wa,NEUTRAL
nàíjìríà yìí ti gbogbo wa niko gbo do baje,POSITIVE
òtítọ́ pọ́nbélé nípa epo rọ̀bì ni pé ó máa ń ṣe èéfín èéfín yìí sì ni láburú tí ó ń bá àgbá ńlá ayé èéfín tó ń tara epo jáde yìí ti ń pa ìpele òyìàrá tí ó dúró bí apata tí kò jẹ́ kí á màlá agbára oòrùn lórílẹ̀ ayé,NEUTRAL
odi ► abroad outskirt ṣe òwò lọ odi ìlú ~ did business to the outskirt of the town | odi ► deaf and bumb,NEUTRAL
gbogbo ohun bá gba àyè tí ó wúwo tí a lè fi ọwọ́ kan ni |,NEUTRAL
ìjálá tàbí ìrèmọ̀jé jẹ́ àròfọ̀ àkanlẹ̀ sọ tí ó kẹyẹrì tí yóò ṣàlàyé lẹ́kùnúnrẹ́rẹ́ ìṣesí ìrísí èèwọ̀ àti bẹ́ẹ̀ bẹ́ẹ̀ lọ nípa ọdẹ ẹni tó bá wo ìjálá eré ọdẹ rí yóò jẹ́rìí sí i wípé ìran tí ó dùn ún wò ní,NEUTRAL
ati eyi to je ti ilu tuka aye ko ni gbagbe won ọba tó jẹ tí ìlú tòrò,MIXED
aláfíà ni o ọ̀rẹ́ mi ẹ kú ìgbádùn ẹ bámi kí o,POSITIVE
meji ogede agbagba ati weere mi ò gba wẹẹrẹ wẹẹrẹ un lórúkọ tó gbajúmọ̀,NEUTRAL
oòrùn ti yọ kanbóro ọjọ́ mọ́kànlá sẹ́yìn ni oòrùn yọ kẹ́yìn adúpẹ́ ilẹ̀ yó gbẹ díẹ̀ wẹliwẹli n pọ̀,POSITIVE
ọlọ́run ò dá kainkain kó tóbi àtapa ni ì bá máa ta èèyàn god didnt create the ant big it would have been stinging,NEUTRAL
ohun a wọ sára yàtọ̀ sí aṣọ góòlù yẹtí ni ẹ̀ṣọ́ ilé la sì ti ń múra jáde ilé náà la ti mú ẹ̀ṣọ́ re òde,NEUTRAL
lórí kòmpútà microsoft ti pèsè èdè yorùbá fún windows àti vista,NEUTRAL
láti dá ògo orin ìwúrí ìgbàanì padà àwọn olólùfẹ́ àṣà ìṣe àti èdè yorùbá kan kóra jọ wọ́n sì ṣe àgbékalẹ̀ ètò àríyá orin,POSITIVE
wọ́n ní ẹni bá mọnnú rò á mọpẹ́ dá ló díá fálákọ̀wé yoòbá lọ́jọ́ òní tó fi fọpẹ́ fólódùmarè ọba,POSITIVE
gbogbo nkan rere láíyé ni ọlọ́run dá sí ó wá ku ìwà rere ìwà pẹ̀lẹ́ati inu ire eniti konin,POSITIVE
ìgbàgbọ́ wípé agbára kan wà lẹ́yìn oòrùn oṣù àti ìràwọ̀ ni àwọn ìṣẹ̀dá ará ọ̀run wọ̀nyí fi ń yọ àti wọ̀,NEUTRAL
oṣù kẹta ọdún yìí ire ló mú wá fún wa oooo,POSITIVE
ó bi oníkálukú pé kín ni wọn fẹ́ fi ọmọ ṣe,NEUTRAL
omi ìdọ̀tí ló ń fa kí a bọ omi mímu wa kí a tó mu ú,NEGATIVE
amin ashe rt ẹ mà kú ọdún o ẹ sì kú ìyèdún àá tún ṣẹ̀míì lágbára èdùmàrè,POSITIVE
toò nkan ti yíbọ́ sínú odò ẹ ṣá jẹ́ n máa wòran ẹ sì kú ojúmọ́ jàre ẹ̀yin èèyàn àtàtà,POSITIVE
líjàdú fi ọ̀rúnmìlà wé jésù ó ní jésù ni ẹlẹ́rìí ìpín atorí ẹni tí ò sunwọ̀n ṣe,NEUTRAL
kìí ṣe gbogbo ẹ̀dá ló máa lówó lọ́wọ́ àláfíà ló yẹ ká máa lépa kìí ṣe gbogbo olówó ló ní àláfíà,MIXED
